,text,target
781,"However , the biggest challenge for this new policy is the country 's under-developed social security system and antiquated fiscal transfer system . Under the new system , cities are allowed to set their own admission standards for migrant workers under an over-arching framework and many are reluctant to take on the additional spending responsibility .",0
782,"The 12-member jury , comprising eight women and four men , started deliberations at about 12:30 pm and returned the verdict just over three hours later .",0
783,""" We want all poor families to earn enough and save enough . The rural savings banks were meant to encourage that . """,0
784,"He said in the case of the disabled children , when their parents were traced and interrogated , their responses often showed that they deliberately abandoned their children .",0
785,"Soldiers in an armed vehicle keep watch during the Lahad Datu intrusion by militants from the southern Philippines last year . National Defence University Prof Dr Aruna Gopinath says because of weak enforcement , foreigners can enter the country easily . -- Malay Mail picPETALING JAYA , May 4 -- Porous borders , weak enforcement , and vulnerable youths from poor families . These are among the factors leading to the rise in the number of militants in the country , says a political analyst .",0
786,The Ivorian is now in need of games and should come into Mauricio Pochettino 's side while Kieran Trippier is out injured .,0
787,"Arranged by Leaders-to-Leaders ( Jamaica ) as part of its Speaker Series , the roster of women who will hit the podium includes Senator Imani Duncan-Price - chief group strategy officer , the JMMB Group ; Senator Marlene Malahoo Forte , former state minister for foreign affairs and foreign trade , Jamaica ; Dr Lanie Oakley-Williams , senior general manager , National Housing Trust ; Melanie Subratie , vice-chairman , The Musson Group ; Thalia Lyn , founder/CEO , Island Grill ; and Gail Moss Solomon , head of legal and regulatory affairs , Digicel Jamaica .",0
788,Tyler tells WISH-TV ( http : //bit.ly/2hxXTEx ) he 'll use the money to help pay for food and clothing for the homeless .,0
789,"Some of the intense focus on Latino issues has been driven by Donald Trump , the Republican front-runner who has described Mexican immigrants as criminals and pledged to build a wall along the border .",0
790,"Chilean artist Raul Zurita is inviting visitors to walk through his Sea of Pain , an installation of placid , dimly lit , ankle-deep water meant as a reminder of the mounting woes of Syria 's refugees .",0
791,"The insecurity that Tamil women feel now "" contrasts starkly with the level of security women felt when they lived under the rule of the LTTE , which had strictly enforced prohibitions against sexual abuse , "" added the report .",0
792,There was a spike of 551 applications last October -- one month after a photograph of a dead Syrian child shone a spotlight on the plight of the 4.6 million people seeking refugee from the violence in Syria .,0
793,"Pupils from poor families were given new shoes , socks , jerseys , shirts and trousers , watched by their parents . Most pupils come from very poor families and often go to school without food . Teacher , Zanele Mahlanza said many of the pupils depend on the school nutrition programme to survive .",0
794,"It is thought a large immigrant population , who tend to present to antenatal services late , and the rise in obesity , which causes complications , are to blame .",0
795,"Who blame for this issue ? ? The system itself or people ? Must be the people 's fault for being refugees or being poor , instead born being in the right country .",1
796,"President Uhuru Kenyatta declared the drought a national disaster in February 2017 , as acute water and food shortage rocked the vulnerable counties .",0
797,"to feel for South Africa 's matriculants , particularly if they come from poor families , were n't educated in their home languages , or attended underresourced schools . Many -- if not most -- of them have battled to pass grade 12 , only to have aspersions cast on their results and to find that their qualification is devalued and discounted in the marketplace .",0
798,"England rout Windies in just three days in day-night Test <h> Stuart Broad hogged the limelight in the dark as England routed a hopelessly outclassed West Indies in the landmark day-night Test match at Edgbaston , wrapping up victory by an innings and 209 runs on Saturday .",0
799,""" This is an alarming fact given these companies have run into more specific business issues like unfulfilled client payments and liability in the past 12 months , "" noted Hamann . "" Operating with only basic , mandated levels of insurance leaves SMEs vulnerable and susceptible to risk brought about by more specific but equally common business issues . """,0
800,""" There are doctors who refuse to treat people with intellectual disabilities , healthcare institutions that say to mothers ' your child is hopeless ' , schools who do n't have programmes and companies who say we wo n't hire people like you , "" he said .",0
801,""" Real leaders do n't spread derision and division . Real leaders strengthen , they unify , they partner , and they offer real solutions instead of ultimatums and blame , "" said Beshear , accusing Trump of waging war on refugees and immigrants and endangering US security by reaching out to Russia .",0
802,"He would withhold federal funding from "" sanctuary cities "" that decline to help the federal government deport illegal immigrants .",0
803,"Xi made the remarks during a tour of the city of Zhangjiakou in northern China 's Hebei Province , where he inspected an impoverished village , visiting and chatting with poor families , discussing how they could shake off poverty .",1
804,""" The offer to take 20,000 Syrians is welcome but Britain needs to take that desperate group now , not over five years and play a strong part in resolving the refugee crisis in Europe , "" he said .",1
805,"Twenty-three thousand people have signed a petition , organised by the protesters , addressed to UK home secretary Sajid Javid , UK Prime Minister Theresa May and Leader of the Opposition Jeremy Corbyn , calling for an end to the "" hostile environment "" for immigrants .",0
806,"Understand : The Matt Harvey who goes on the 15-day disabled list and will be checked for vascular issues and thoracic outlet syndrome is nobody 's idea of a rotation savior . We have now seen enough of that version of Harvey to realize that whatever limitations Logan Verrett may have as a replacement , the gap between the two , right now , is n't that wide , if it exists at all .",0
807,"Darcy is founder of The River Community Church and chair of Community Christmas Care , the long-time Squamish organization that delivers hampers of toys and food to those in need each winter .",1
808,"How come women are n't overly concerned about the size of their vaginas and go boasting about it ? Well , on second thought , I have seen where women have written the advice columns , very concerned that they were too big and asking if there were ways to reduce the size . And if I 'm not mistaken , I do recall seeing some adverts in the press about some sort of concoction guaranteed to bring it back to its original size . They were being sold in bottles downtown , but the clientele came from all over .",0
809,"On each of the aids there is a note saying something to the effect of "" back in 5 minutes , gone to get a coffee "" in an attempt to let road users feel the frustration felt by disabled people when trying to park in town .",0
810,"For 15 years , nobody outside Maryland cared much about the murder of a South Korean-born high school teen , supposedly at the hands of her ex-boyfriend , the son of Pakistani immigrants . Now , it seems , everyone does .",0
811,"As chief minister of Rajasthan , Shekhawat had introduced ' Antodaya Yojna ' to fulfil the foodgrain needs of the poor , Gadkari said and described Shekhawat as a "" generous person "" .",1
812,"Courses include Greek , English , mathematics , geography , computer and art , offered by Greek certified teachers and qualified staff of "" Save the Children "" . Teachers include also members of the refugee community .",1
813,Pro-Beijing lawmaker draws backlash for boasting of ' clean sidewalks ' after homeless people cleared,0
814,"He further noted that mostly , there had been delays in the importation of bags of rice that were not from neighbouring countries and that should the government place the ban , many poor families were likely to be the ones to suffer the most .",0
815,"Second he must improve the rubbish collection system which is understaffed and seriously short of landfill sites . Third he must deal with the problem of illegal immigrants many of whom are involved in petty crime and sleeping in illegal camps around the city . Lastly there is the Jubilee , which starts this month . At least 25 million extra tourists are expected , some say more .",0
816,"BANTAYAN ISLAND , Cebu -- When Supertyphoon "" Yolanda "" ( international name : Haiyan ) pummeled the Visayas in November 2013 , the eyes of the world and much of the international aid that poured into the country centered in Tacloban City -- one of the areas severely hit by the strongest storm that made landfall on record . But not so far away , in a small island at the northern end of Cebu , the suffering of thousands of families left devastated and homeless by the typhoon was just as valid , sans the media spotlight .",0
817,"New Zealand 's offer to take in "" 150 refugees from across Nauru and Manus still stands "" , she said at the official opening of a new science and technology building Nga Wai Hono at Auckland University of Technology yesterday .",0
818,"In fact , the recently elected mayor of Kapiti Coast could n't be more of an antithesis of everything Trump : the 63-year-old K. Gurunathan is an ethnic minority in New Zealand and an immigrant -- he 's a proud anak Malaysia born in Penang . He 's also a former journalist .",0
819,"According to a New York Times article by Jan Hoffman referencing a study of the Facebook profiles of 200 university students in the United States , approximately 30 percent of the students "" posted updates that met the American Psychiatric Association 's criteria for a symptom of depression , reporting feelings of worthlessness or hopelessness , insomnia or sleeping too much , and difficulty concentrating "" . These findings are said to "" echo research that suggests depression is increasingly common among college students "" .",0
820,"HIGH STREET TITANS Debenhams will roll out larger mannequins in the next few months -- in a move to attract more "" average women "" .",0
821,"In his petition , Pugalenthi had said the scheme should be only for the homeless and not for those who already own houses .",0
822,"Many of the children are from poor families , with parents convinced their children will have a better life at the orphanage , according to Lumos .",0
823,"Anti-immigration attitudes have been rising across Europe , as more than 600,000 migrants and refugees -- most fleeing violence in Syria , Iraq and Afghanistan -- have made the dangerous journey to the continent this year , according to the UN .",0
824,She fund raises for the African Community Centre in Swansea and supported eight refugee families with free piano lessons for children .,0
825,"The storm 's path forced the largest evacuation in Miami-Dade County history and sent millions of Floridians fleeing . It 's the first major hurricane to hit Florida since Wilma in 2005 and has already laid waste to the small island of Barbuda , killed at least 25 people and left thousands homeless across the Caribbean .",0
826,""" Same applies to any critical situation that may render the personnel disabled or any form of implication . "" Board Chairman of the scheme , Professor Kofi Osei Akuoko was quoted in the statement .",0
827,""" It was n't uncommon for Johannah to hear through the media of an individual in need of assistance , and she would immediately make it her objective to get that person what they often desperately needed , and rarely without success .",1
828,"I think they also get the chance to see success . When they can see a street person succeed and not just get locked in that hopeless category , their vision changes .",1
829,"The analysts offered three reasons the US economy was vulnerable to a painful hangover . First , the stock market , a forward-looking gauge of value , already surged some 20% last year as the Tax Cuts and Jobs Act moved closer to Trump 's desk . Bond yields also rose . To Morgan Stanley , this suggests investors have already priced in the benefits of fiscal stimulus .",0
830,"When former triad member Chan Chi-cheung was released having served 38 years in prison over manslaughter charges , he was not especially remorseful . Instead , he became reliant on drugs to get through the days after failing to find a job and becoming homeless .",0
831,"Initial assessments indicate that thousands of people who were left homeless by the quake are now living in temporary shelters , spontaneous settlements and with host families . Some 29,000 people are living in temporary shelters managed by the government .",0
832,"Shelby Janner , spokeswoman for the Chicken Soup for the Soul series , noted a book like this will also be popular in a global community that has had a particularly tumultuous year with the divisive U.S. presidential election , the splintering of the European Union due to Brexit and the wars and refugee crises in the Middle East and Africa .",0
833,""" Dadaab has become a protracted situation , characterised by hopelessness that easily feeds environmental destruction ; conflicts between refugees and host communities ; insecurity ; radicalisation ; criminality ; and allows terrorist operatives to exploit it for their operational efforts , "" said the President .",0
834,"On The Red Dot show producer Serene Chen said she was heartened by the kindness shown from members of the public . Said Ms Chen : "" It is telling of a society that is not apathetic towards those in need even as we pursue our own success . """,1
835,"Going on the hapless and hopeless current situation of the Football Association of Singapore ( FAS ) , it 's a make-or-break or a face-saving predicament for French-born coach Richard Tardy and his newly-minted assistant Vincent Subramaniam , say football pundits and observers .",0
836,""" There has been some encouraging news in terms of returning players this week . Playing Arsenal away from home is always going to be tough , but I do n't think any present United XI needs to feel vulnerable against them .",0
837,"The challenges ahead are immense . Recent tensions have shown that the road toward national reconciliation and reconstruction will still be fraught with obstacles . The security situation , while improving , remains fragile because of attempts by spoilers to incite violence . It is getting harder for humanitarian agencies to reach some 2.3 million people who remain in need -- that is , half of the country 's population . More than 380,000 men , women and children are internally displaced and attacks against camps where they are sheltering , as well as attacks against humanitarian partners , have added to a dire situation .",0
838,"The disabled are more vulnerable and they are trained in basic disaster management skills such as first aid , cardiopulmonary resuscitation with a mannequin . Methods for rescue of physically- impaired persons on a wheel-chair in case of an earthquake either with the support of a friend or by themselves are also part of the training .",0
839,"A newly found flaw in widely used networking software leaves tens of thousands of computers potentially vulnerable to an attack similar to that caused by the recent WannaCry malware , cyber-security researchers warned on Thursday ....",0
840,"Contemporary women have other things to keep them busy , leaving sexual yearning a smaller place than before . In addition , sometimes past experiences ( even a visit to a gynecologist ) may weigh on their innocence and purity and affect their natural desire , she writes .",0
841,"Hazel Williams , a previously healthy , independent woman who travelled the world through her work , is among a growing number of vulnerable patients using an EU scheme to travel abroad for routine surgery that should be available on the NHS .",0
842,"TORONTO : A close-knit vibrant immigrant community of Toronto 's Thorncliffe Park neighbourhood , where Faisal Hussain grew up and went to school , is struggling to square the image of the quiet , skinny boy they knew with the man who went on a shooting spree late on Sunday , killing two and wounding 13 .",0
843,"An Italian missionary , St. Frances Cabrini died Dec. 22 , 1917 after spending much of her life working with Italian immigrants in the United States .",0
844,"And police and social services departments are criticised for failing to step in to prevent child abuse , neglect of disabled people , and domestic violence against women .",0
845,"JERUSALEM ( AP ) -- U.S. Vice President Mike Pence on Monday defended President Donald Trump over his recent comments disparaging immigration from Africa and Haiti , telling The Associated Press that the president 's "" heart "" is aimed at a merit-based system that is blind to immigrants ' "" race or creed . """,0
846,"Prime Minister John Key was raised in a state house in Christchurch by his widowed immigrant mother , and the Auckland municipal government plans to create a NZ$1.5 million sculpture of one on the city 's waterfront .",0
847,"NEW YORK -- Democrats are exultant that Donald Trump had to reverse his policy of separating immigrant families at the border . And there is good reason to celebrate : The policy was mean-spirited and unnecessary . But I do wonder whether this episode will prove to be as damaging to the president as liberals think . With this tussle , Trump sent a clear reminder to his supporters of one simple thing -- that he is willing to get tough on immigration .",0
848,""" Our findings show that the large space requirements for the cheetah , coupled with the complex range of threats faced by the species in the wild mean that it is likely to be much more vulnerable to extinction than was previously thought , "" Durant said .",0
849,The accused 's son was furious that his mother had entered his house and interfered with his love relationship with the deceased leading to fight between the two women .,0
850,"That foundation became an oasis for Grant 's Pen residents , and as they embraced our motto , ' Doing What Love Requires ' , political tensions eased and hopeless young people were able to get skills training as the foundation partnered with HEART Trust/NTA to make them employable .",1
851,"But critics have accused Denmark of seeking to "" send a message "" to refugees as the country seeks to slow arrivals .",0
852,"The League , led by Matteo Salvini , went from 4 percent of the vote in the last election to what preliminary results predict is around 18 percent this time around . Formerly called the Northern League and focused on the secession of northern Italy , the updated party embraced a nationalist , anti-Islam and anti-immigrant message to broaden its support . Salvini vowed to deport 150,000 migrants in his first year in office if elected , has called for proposals such as racially segregating trains , and has blamed migrants for rape , drug-dealing and spreading diseases .",0
853,""" This report , which relies upon anecdotal concerns masquerading as facts , would not meet rigorous independent scientific peer review . The sample is hopelessly biased . It includes interviews with 300 people , none of whom are named , and 200 of whom were crews on foreign chartered vessels complaining about their treatment .",0
854,"But 2.05 million people in need of humanitarian assistance still live in hard-to-reach areas , the U.N . said .",0
855,"She learns to read with encouragement from her new family and Max , a Jewish refugee who they are hiding under the stairs .",0
856,"In Utah , a Latino legislator tried to propose legislation that would require lawmakers to undergo "" cultural sensitivity training "" as part of their orientation that would have taught them to start using the term undocumented immigrant . In Utah , lawmakers still refer to the undocumented as "" illegal aliens "" -- a term some people call almost as offensive as the n-word .",0
857,"Park Up For Homes was started by a group of Mangere residents who were deeply concerned about the homeless in their neighbourhood who were appearing in high numbers , and the increasing incidences of families forced to sleep in garages , tents and often their cars . Homelessness among children is an issue that resonated strongly with CPAG , who got on board to support the cause .",0
858,"But Democrats said the move will lead to the undercounting of legal immigrants , distorting the US electoral balance .",0
859,"Dhaka , May 17 ( UNB ) - The three-day 2nd international conference on Disability and Disaster Risk Management ( DiDRM ) ended in the city on Thursday with the 9-point Dhaka Declaration emphasizing inclusion of disabled people , establishment of a focal point and GO-NGO collaboration in disaster risk management .",0
860,"In March this year , Mr. Dhayabararaj alleged that his wife Udayakala and children were illegally detained for several months in a special quarantine camp at Rameswaram in Ramanathapuram district . After The Hindu published a report , the State government ordered their release and even allotted a house in the open camp for refugees in Mandapam . However , Mr. Dhayabararaj was not released .",0
861,"But the current politically correct left approach is quite peculiar if we think about history . Of course Marx made fun of Malthus ( Marx himself had a large family living in poverty ... ) , but after him some progressist , who called themselves neo malthusian , fought the influence of the church and the conservatives to advocate a decrease in the number of child among poor families . They were severly fought by authorities in a pre world war context : nationalism needed many soldier and the number was the real force . After the two wars , this political current fade out and strangely enough the large family values were adopted by the state , whether run by "" left "" or "" right "" .",0
862,Many of the workers are immigrants who do n't speak English and have little formal education .,0
863,"However , the City does not plan to meet their demands , but wants to evict them "" within the law "" . The City has maintained that the deserving , rightful owners were homeless elsewhere while the current occupants lived in houses that belonged to other people .",0
864,Border police also found two more migrants hidden in false compartments built into a car arriving from Morocco .,0
865,"The research team urged the government to consider including prevention of gaming addiction in the "" Healthy School Policy , "" which only focuses on combating drug abuse , so students in need can receive relevant preventive education as well as professional counseling and assistance .",0
866,"For a closer look at Malaysia 's health care screenings for foreign workers and to seek an explanation on the sudden increase in TB cases in our country , possibly brought in by illegal immigrants in Malaysia , we caught up with Prof Datuk Dr Mohd Amin Jaludin , Vice Chancellor of University Malaya.File Pic : vcoffice.um.edu.my",0
867,"Sami , who was an 18-year old new immigrant to Christchurch at the time of Aaliyah 's death , excited about setting up a new life and her pregnancy , has also suffered from the tragedy , he said .",0
868,"Surfers swallow ten times more sea water than sea swimmers , and scientists wanted to find out if that made them more vulnerable to bacteria that pollute seawater , and whether those bacteria are resistant to an antibiotic .",0
869,"This marked the beginning of the country 's over 40 year conflicts that left thousands dead and others homeless , leave alone a dilapidated economy .",0
870,""" We need to give priority to how we are going to help these people in need first when suggesting the quantum , "" she added .",1
871,"A woman and her two children detonated themselves ? Well , that is really the end of it all . I hope those who used the ignorance , hopelessness and helplessness of these unfortunate people to capture the Aso Villa , are happy with themselves now .",0
872,"Three-wheelers , tractors and motorcycles will be charge 2,000 rupees , motor cars , cabs and cargo vans 15,000 , carriages for disabled persons , whether or not motorized will be charged 10,000 rupees .",0
873,Early Stimulation Programme for disabled children in Portland,0
874,"Trump has called for a 45 per cent tariff on Chinese goods , the building of a wall across the southern border and deporting of 10 to 11 million immigrants living in the country illegally - policies that many experts agree would be difficult to implement and disastrous for the American economy .",0
875,"Earlier , 900,000 doses of oral cholera vaccine were administered to the vulnerable population in two phases in October-November last year after the exodus began in late August following a military crackdown in the Rakhine State which is described by the UN as ' ethnic cleansing ' .",0
876,""" What is at stake is nothing less than the survival and wellbeing of a generation of innocents , "" Antonio Guterres , the UN high commissioner for refugees .",1
877,The situation has put the professional services firm Deloitte in a moral dilemma ( Deloitte was part of the original panel ) . By agreeing to the new terms it will be complicit in selling out vulnerable workers it had previously told a Senate inquiry it was so passionate about defending . It seems money talks .,0
878,"While federal contracting is a boon to the state 's economy , it is also vulnerable to budget fights in Congress .",0
879,""" The female young persons all seem to be robust Kiwi girls who are generous in their attitudes towards you . No one was forced into a position or made vulnerable . """,0
880,The subtle programs to slowly remove the Buddhist ethos and identity of Sri Lanka legislatively / constitutionally &amp; legally by reference to **40;56;TOOLONG etc ( do Muslim-majority nations refer to or follow any such programs ? The Nations that do are now finding its citizens angry with immigrants influencing policy . We do not wish the same to happen in Sri Lanka .,0
881,The residents who have been rendered homeless say they must be compensated .,0
882,"Community leader Thami Bhongoza said the number of homeless residents in the area had been increasing since 2003 , as the Western Cape Department of Human Settlements built houses in Wallacedene .",0
883,"Born to a Muslim immigrant family , Nargis made her first screen appearance at the tender age of 4 , in the movie ' Talash-e-Haq ' in 1935 . She later went on to give several memorable performances in cinematic masterpieces such as ' Awara ' , ' Shree 420 ' , ' Barsaat ' and perhaps most memorably the Academy Award nominated film ' Mother India ' . India 's award for best film on national integration in the annual National Film Awards is named the ' Nargis Dutt Award ' in her honour .",0
884,""" For the cost of resettling one refugee in the United States , we can assist more than 10 in their home region , "" he added .",0
885,"The company recalled employees it thought might be affected . It then created a $4 million crisis fund to support immigration causes and published a doodle Monday celebrating immigrant rights activist Fred Korematsu , who was turned away from joining the US National Guard and Coast Guard during World War II because he was Japanese .",0
886,"This year alone , over one hundred million people are in need of a humanitarian assistance and protection . If that were a country , it will be the twelfth largest in the world . Everyday thousands of men and women dedicate themselves to helping communities cope with and indeed recover from the impacts of wars , disaster , displacement , hunger and disease . Humanitarian action is reaching more people in more places than ever before . Yet the number of people in need continues to escalate , said Stephen O'Brien while delivering his welcoming speech .",0
887,"One possibility that causes consternation in the region is that Mr. Trump will settle for dismantling North Korea 's small fleet of intercontinental ballistic missiles , eliminating its ability to strike the United States -- but leaving South Korea and Japan vulnerable . "" It would be the ' America First ' way , "" Mr. Samore said , referring to Mr. Trump 's campaign slogan .",0
888,"The International Rescue Committee helps people whose lives and livelihoods are shattered by conflict and disaster to survive , recover , and gain control of their future . IRC teams provide health care , infrastructure , learning and economic support to people in 40 countries , with special programs designed for women and children . Every year , the IRC resettles thousands of refugees in 22 U.S. cities . Learn more at Rescue.org and follow the IRC on Twitter &amp; Facebook.",0
889,"We desperately need more terminal space at a hopelessly overcrowded airport . Pagcor wants the road frontage for a casino , where the defunct Philippine Village is . PAL is willing to give it to them in a building where both can coexist . So why is Pagcor resisting ? We need that terminal .",0
890,""" Our construction industry has an epidemic shortage of skilled labour , to the extent that we are reliant on skilled migrants to support it . Making it harder for EU citizens to work here is unhelpful .",0
891,"In his remarks at the launch , Minister of Health , Dr Christopher Tufton , said the initiative , which targets the poor and vulnerable , aims to promote good oral hygiene habits among children .",0
892,"One speaker at a seminar at IDS , Jaipur , where the study results were discussed on Thursday , said it was unfortunate that the free distribution was stopped after a while in urban slums . Many homes use nylon fabric rather than cotton , which has now become quite expensive . With absorbent cotton not so easily available , the chances of women using less absorbent cloth that might pave the way for infection is higher .",0
893,Amber Rudd was under growing pressure after a challenge to her testimony on the deportation of immigrants prompted fresh calls for her resignation .,0
894,"He said apart from supporting poor families , the project is also geared to help energetic family members to get jobs under temporarily employment schemes . He said the jobs would be provided during natural disasters .",0
895,Gladness ( 35 ) is a mother of three and a resident of Tongwe village in Muheza District . She and her brood were forced to live a pastoralist-kind of life for four years because they were rendered homeless by her husband 's family following his death .,0
896,"I 'm sorry to say that the average Nigerian woman is so much afraid of losing the grounds she has gained . This is unlike the men , who , when they climb up , leave the ladder for other men to climb same ladder to come and meet them there . The average Nigerian woman climbs the ladder and uses her left foot to push the ladder down . It 's unfortunate . You know why ? She lacks confidence in herself . Only a few women leaders ever think that once they are up there , no matter how they open doors for others , no other woman will come bring them down . That is the reason why a Nigerian woman today will have so much and will still have friends dying of lack .",1
897,""" Approaching IMF for assistance is not insulting , "" the spokesman said , adding the IMF was established to help countries in need of financial assistance .",0
898,"By now we all know that 17-million South Africans receive some form of social grant . We know this because of the fiasco earlier this year when it was unclear if grant beneficiaries would receive these monies on time . Thanks to the Constitutional Court , millions of poor families were able to continue with life as normal when the South African Social Security Agency and Cash Paymaster Services were instructed to administer the payment of grants for a further 12 months .",0
899,"Information on US Embassy hours of operation , the processes for applying for US non-immigrant and immigrant visas , and information on American Citizen Services can all be found at our website : http : **25;73;TOOLONG",0
900,... Rainstorm rendered Jakande residents homeless Another part of Lagos that the rainstorm wrecked was Jakande Estate area of Ejigbo local government . A particular building with block number 331 flats 5 and 6 had its entire roof pulled out by the wind .,0
901,"While Zaidi said that Machado was being acquired to play both short and third , and Machado declared his willingness to do whatever he 's asked , Roberts said over the weekend that he 's going to plant Machado at shortstop at the outset . He looked terrific there over the weekend , working well with his new infield mates and showing off his cannon arm with a couple of plays in the hole . Then on Monday , Turner went back on the disabled list and Roberts moved Machado to third .",0
902,"And O'Porter 's comments on the media , women and the internet age are n't unfounded . The British-born writer counts documentary maker , journalist , charity-founder , TV personality , radio broadcaster and mother on her impressive resume , and with a host of best-selling books up her sleeve O'Porter is exactly the kind of refreshing author we 've been waiting for . <h> A note about relevant advertising",0
903,"The police statement said the Arena clan was also suspected of muscling in on the running of a migrant centre on the southern island of Lampedusa , which is on the front line of Italy 's ongoing migrant crisis .",0
904,"Almost every year , a number of human lives are devoured by the Kupwara-Karnah road which is highly vulnerable to snow avalanches , landslides and accidents .",0
905,Close <h> Climate change refugee loses bid,0
906,"Though hundreds of thousands of migrants crossed into Hungary from the Balkans at the peak of the crisis the majority went on to richer parts of western Europe . Data from think tank Tarki shows the proportion of people deemed to be xenophobic and resentful of foreign immigrants shot up to 60 per cent this year , rising 19 points from two years ago .",0
907,""" He had one good Ashes series and what he delivered for England in the big Ashes series last year was hopeless .",0
908,The IOC has also said a team of up to 10 refugees will take part at the Rio Olympics .,0
909,""" Today 's unanimous Supreme Court decision is a clear victory for our national security . It allows the travel suspension for the six terror-prone countries and the refugee suspension to become largely effective , "" President Donald Trump said in a statement .",0
910,"The Obama Administration refuses to act when District of Columbia Mayor Vincent C. Gray issues an order to prevent local law enforcement from enforcing federal immigration laws . In June 2012 , the D.C. Council unanimously votes to further restrict cooperation with ICE , requiring that suspected illegal immigrants can be detained only if they have prior convictions for violent crimes , among other things . According to the Washington Post , a spokeswoman for ICE states that "" ICE has not sought to compel compliance through legal proceedings . Jurisdictions that ignore detainers bear the risk of possible public safety risks . """,0
911,"MADRID , July 23 -- About 300 African migrants stormed a border fence surrounding Spain 's North African enclave of Melilla on Tuesday in an attempt to enter Spanish territory , a Spanish government official said .",0
912,"The strength of the Finnish system is the way it supports pupils in need of special help and attention . Additional assistance is available for those with learning difficulties , developmental disabilities and mental health issues , among many things , that may hamper their learning .",0
913,"In August last year , dozens of migrants from Somalia and Ethiopia died after human traffickers forced them off two Yemen-bound boats and into the sea .",0
914,""" This is the first step in building more new homes to help those most in need in our regions . In total , it will build more than 270 bedrooms for individuals or families in the areas where they are needed most .",0
915,"Americans are used to the idea that other countries may be vulnerable to such movements but , while figures like demagogic radio broadcaster Father Charles Coughlin enjoyed wide followings in the 1930s , neither major party has nominated anyone like Trump .",0
916,The catastrophic result of the referendum shows that the traditional ways of communication are badly in need of reform .,0
917,Mr Trump was also considering an order preventing all refugees from entering the US for 120 days .,0
918,"In February 2015 , five of the men , aged 23 to 25 at the time , went to the station to protest the "" arbitrary and violent "" arrest of one of their friends from the Cova da Moura neighbourhood , known for its large population of immigrants from Cape Verde , a former Portuguese colony off Africa 's northwest coast .",0
919,"WASHINGTON/NEW DELHI : The Trump administration has made it more difficult to renew non-immigrant visas such as H-1B and L1 , popular among Indian IT professionals , with a new directive saying the burden of proof lies on the applicant even when an extension is sought .",0
920,Thus the free tuition student privilege will not benefit the students from poor families but only the students whose families can afford the many other expenses in sending a child to college .,0
921,"Sisi 's lawyer , Grisel Ybarra , said the Cuban community is on edge amid the ongoing negotiations between Washington and Havana and the uncertainty about what renewed relations will mean for immigrants .",0
922,"The Strategy highlights the importance of providing people with tailored resources and tools , and of responding to the financial issues facing vulnerable sectors of the community .",0
923,"At this point in Labour 's leadership battle between Jeremy Corbyn and Smith , the latter 's account of events speaks to a much bigger question : who can be trusted to lead the party 's fight against the Conservative cuts to benefits and support that disabled people depend on ?",0
924,""" Yes , those things need to be addressed , but we need to see more concrete stuff being done . Because what is the use putting in the ramps and making organisations ready for disabled persons if the people are not employed ? "" McLean reasoned .",0
925,Advocates for the disabled in Haiti say they hope what happened can chip away at the obstacles to justice and social inclusion faced by these most vulnerable citizens of the hemisphere 's poorest nation .,0
926,"Information on privacy and security risks exist for all users . However , children are a particularly vulnerable because they often lack the capacity to foresee possible consequences of disclosure of personal information online .",0
927,"The Comelec website was back to normal on Monday morning . Some of the site 's applications , however , were still disabled , including the precinct finder and search functions .",0
928,"Before she came on the scene , charities serving the disabled tended only to work with people with certain disabilities , an approach Yetnebersh feels only increased inequality .",0
929,"In an emergency meeting with the Chinese Ambassador to Ghana and the Mayor of Guangxi Zhuang Province , Lands and Resources Minister Amewu has sought to enlist the two Chinese officials in the fight against illegal mining perpetrated by Chinese immigrants .",0
930,Even the previous hopeless defending has come good .,0
931,Andrew Garfield and Claire Foy in an inspiring biographical drama about a man who devotes his entire life helping patients and disabled,1
932,"The hopelessness , dejection and frustration by a teary Betty Kaveke summed up the despondency around Gikomba on this tragic morning of a June Thursday . East Africa 's ' supermarket ' of second-hand clothes was once again grieving . A dawn fire , had once more visited the sleeping residents gutting property worth millions .",1
933,""" There should be strengthening of a nutrition surveillance by proper mapping of high risk and vulnerable districts . Nutrition should be made central to the development agenda , "" the report added .",0
934,"18 December should serve as a time when we look with compassion at the fate of migrants , refugees and the internally displaced . It is especially a time when we must plan and increase resources for creative action .",1
935,"In the absence of Sehwag , Warner and Mahela Jayawardene will once again need to shoulder the burden of the Delhi line-up , on what is expected to be a much better batting track than the sluggish one they got first up at Eden Gardens .",0
936,"The degree to which NSGD has helped improve the lot of women in the country is subject to debate but , going by the observations made by Equality for Growth , we still have a long way to go before we can heave sighs of relief .",0
937,Hollywood star Leo Di Caprio urges help for reuniting immigrant children with their families,1
938,"As a result of being stabbed in the forehead on June 11 , 2014 , Pitts is now a wheelchair-bound quadriplegic in need of 24 hour care .",0
939,"We all got to see God of War last week , and previews have been popping up across all of the major sites . I found myself mostly thinking about how God of War has changed over the past decade , and how badly it was in need of a fresh perspective . At a minimum , the reboot should provide that . As an old-school fan of God of War , I 'm willing to put aside my cynicism about its attempts to ape Sony 's current triple-A darlings and give it a fair shake .",0
940,"The scope of Trump 's revamped ban , signed in early March , was toned down from its original version in January , which blocked travelers from seven-majority Muslim countries , including Iraq , as well as all refugees .",0
